id,date,type,severity,affectedIndustry,country,lat,lng,responseTime,dataBreached,mitigationStrategy,financialImpact,org
2538,2022-12-13,Malware,Medium,Retail,Australia,-25.2744,133.7751,60 hours,"824,433 records",AI-based Detection,$32.26M,Nation-state
2539,2023-10-16,Man-in-the-Middle,Medium,Retail,Germany,51.1657,10.4515,53 hours,"651,963 records",AI-based Detection,$23.28M,Insider
2540,2017-01-25,SQL Injection,Critical,Education,France,46.2276,2.2137,41 hours,"349,070 records",VPN,$81.06M,Unknown
2541,2024-02-27,Malware,High,Telecommunications,USA,38.9637,-95.7129,47 hours,"967,411 records",AI-based Detection,$71.42M,Hacker Group
2542,2021-07-26,SQL Injection,High,Retail,Japan,36.2048,138.2529,62 hours,"263,770 records",Antivirus,$64.81M,Unknown
2543,2016-05-24,Phishing,Critical,Retail,UK,55.3781,-3.436,32 hours,"714,670 records",VPN,$85.89M,Hacker Group
2544,2021-10-28,DDoS,High,Telecommunications,USA,38.9637,-95.7129,65 hours,"498,904 records",Antivirus,$47.84M,Hacker Group
2545,2024-08-17,Phishing,High,Education,USA,38.9637,-95.7129,18 hours,"569,539 records",Encryption,$47.95M,Unknown
2546,2016-07-01,Man-in-the-Middle,Critical,Retail,China,35.8617,104.1954,69 hours,"217,938 records",VPN,$82.52M,Nation-state
2547,2022-09-14,Ransomware,Medium,Retail,China,35.8617,104.1954,60 hours,"172,607 records",VPN,$36.48M,Unknown
2548,2023-12-11,Man-in-the-Middle,Critical,Retail,India,20.5937,78.9629,10 hours,"424,762 records",VPN,$95.66M,Insider
2549,2019-05-08,Man-in-the-Middle,High,IT,Japan,36.2048,138.2529,56 hours,"130,309 records",AI-based Detection,$42.34M,Insider
2550,2018-01-25,DDoS,High,Government,India,20.5937,78.9629,67 hours,"95,378 records",Antivirus,$65.11M,Insider
2551,2017-05-27,Phishing,High,IT,India,20.5937,78.9629,52 hours,"920,801 records",Antivirus,$53.95M,Nation-state
2552,2020-10-12,Man-in-the-Middle,Critical,Retail,Japan,36.2048,138.2529,21 hours,"551,038 records",Firewall,$91.36M,Insider
2553,2016-02-05,Malware,Critical,Telecommunications,China,35.8617,104.1954,13 hours,"962,508 records",AI-based Detection,$85.80M,Unknown
2554,2020-11-02,Malware,Critical,Healthcare,France,46.2276,2.2137,45 hours,"267,554 records",Firewall,$92.29M,Hacker Group
2555,2020-05-04,Ransomware,Medium,IT,Japan,36.2048,138.2529,43 hours,"76,258 records",VPN,$25.30M,Unknown
2556,2016-01-11,Malware,Low,Banking,Russia,61.524,105.3188,66 hours,"661,377 records",Antivirus,$3.60M,Hacker Group
2557,2022-03-05,SQL Injection,High,Retail,Australia,-25.2744,133.7751,32 hours,"310,341 records",Encryption,$56.62M,Unknown
2558,2017-06-14,Phishing,High,Education,Russia,61.524,105.3188,31 hours,"702,883 records",VPN,$66.25M,Insider
2559,2017-04-15,Malware,Critical,Education,USA,38.9637,-95.7129,62 hours,"516,103 records",Firewall,$78.38M,Hacker Group
2560,2015-03-17,Malware,Critical,Retail,USA,38.9637,-95.7129,64 hours,"542,283 records",Firewall,$84.70M,Hacker Group
2561,2016-02-15,SQL Injection,High,Government,Russia,61.524,105.3188,43 hours,"173,441 records",Antivirus,$43.75M,Hacker Group
2562,2017-09-30,DDoS,High,Retail,France,46.2276,2.2137,47 hours,"856,228 records",Encryption,$67.36M,Hacker Group
2563,2019-07-14,Malware,High,IT,UK,55.3781,-3.436,65 hours,"791,265 records",Firewall,$68.54M,Hacker Group
2564,2019-02-18,Malware,High,Retail,USA,38.9637,-95.7129,63 hours,"969,699 records",Firewall,$45.42M,Hacker Group
2565,2023-04-29,Malware,Critical,Telecommunications,Russia,61.524,105.3188,34 hours,"338,867 records",AI-based Detection,$95.00M,Nation-state
2566,2018-07-28,Ransomware,High,Government,Japan,36.2048,138.2529,25 hours,"951,249 records",VPN,$44.98M,Hacker Group
2567,2022-05-04,Ransomware,High,IT,USA,38.9637,-95.7129,43 hours,"34,584 records",Firewall,$50.40M,Insider
2568,2021-05-30,Malware,High,Education,Brazil,-14.235,-51.9253,29 hours,"298,836 records",Encryption,$74.37M,Hacker Group
2569,2018-08-31,Malware,Medium,Retail,Brazil,-14.235,-51.9253,12 hours,"526,161 records",AI-based Detection,$27.82M,Unknown
2570,2020-12-19,Phishing,Critical,Government,Brazil,-14.235,-51.9253,44 hours,"476,308 records",VPN,$76.95M,Insider
2571,2017-11-13,SQL Injection,Medium,Banking,China,35.8617,104.1954,18 hours,"206,897 records",Encryption,$29.39M,Unknown
2572,2022-11-27,Malware,Low,IT,Japan,36.2048,138.2529,56 hours,"2,653 records",AI-based Detection,$1.92M,Nation-state
2573,2024-07-12,Ransomware,Critical,Healthcare,UK,55.3781,-3.436,68 hours,"540,353 records",Antivirus,$90.37M,Hacker Group
2574,2015-09-21,Phishing,Critical,Retail,Germany,51.1657,10.4515,50 hours,"779,922 records",Antivirus,$84.77M,Nation-state
2575,2016-01-07,Ransomware,Medium,Education,Germany,51.1657,10.4515,46 hours,"908,906 records",AI-based Detection,$24.40M,Hacker Group
2576,2021-12-19,Man-in-the-Middle,Medium,Healthcare,Russia,61.524,105.3188,20 hours,"446,741 records",Firewall,$28.34M,Nation-state
2577,2023-12-07,Phishing,Low,Education,India,20.5937,78.9629,46 hours,"317,488 records",VPN,$9.95M,Insider
2578,2024-02-05,Phishing,High,IT,Brazil,-14.235,-51.9253,26 hours,"182,613 records",AI-based Detection,$72.33M,Unknown
2579,2018-10-25,Ransomware,High,IT,UK,55.3781,-3.436,27 hours,"211,305 records",Encryption,$61.42M,Hacker Group
2580,2024-02-20,DDoS,High,Government,UK,55.3781,-3.436,32 hours,"60,379 records",Firewall,$68.83M,Hacker Group
2581,2020-04-11,Ransomware,Medium,Healthcare,Russia,61.524,105.3188,2 hours,"785,179 records",VPN,$11.11M,Unknown
2582,2022-12-15,SQL Injection,Low,Telecommunications,Russia,61.524,105.3188,46 hours,"652,682 records",Encryption,$1.99M,Insider
2583,2022-03-30,SQL Injection,Low,Banking,Brazil,-14.235,-51.9253,57 hours,"52,649 records",Encryption,$5.85M,Nation-state
2584,2024-05-08,Man-in-the-Middle,High,Government,Germany,51.1657,10.4515,58 hours,"865,871 records",Antivirus,$45.75M,Insider
2585,2022-07-27,DDoS,Critical,Retail,Russia,61.524,105.3188,20 hours,"474,552 records",Encryption,$93.71M,Nation-state
2586,2024-06-25,SQL Injection,Low,Healthcare,France,46.2276,2.2137,57 hours,"400,840 records",VPN,$5.70M,Insider
2587,2020-05-31,Phishing,High,Education,USA,38.9637,-95.7129,69 hours,"275,819 records",Firewall,$60.57M,Nation-state
2588,2021-07-14,DDoS,Critical,Retail,Brazil,-14.235,-51.9253,70 hours,"454,088 records",VPN,$89.79M,Hacker Group
2589,2018-10-31,Phishing,Medium,Government,France,46.2276,2.2137,68 hours,"338,619 records",Antivirus,$30.68M,Hacker Group
2590,2018-12-02,Malware,Medium,Banking,Brazil,-14.235,-51.9253,24 hours,"940,038 records",Antivirus,$31.56M,Hacker Group
2591,2017-01-13,DDoS,Critical,Government,USA,38.9637,-95.7129,31 hours,"17,805 records",Antivirus,$98.73M,Nation-state
2592,2020-08-31,SQL Injection,Critical,Telecommunications,Japan,36.2048,138.2529,37 hours,"244,933 records",AI-based Detection,$92.13M,Nation-state
2593,2016-05-23,Phishing,High,Retail,USA,38.9637,-95.7129,18 hours,"198,602 records",Firewall,$71.14M,Unknown
2594,2023-02-17,DDoS,High,Retail,India,20.5937,78.9629,65 hours,"504,861 records",Antivirus,$73.85M,Unknown
2595,2016-12-27,Malware,Critical,Telecommunications,UK,55.3781,-3.436,14 hours,"695,618 records",Antivirus,$91.24M,Nation-state
2596,2022-12-28,Man-in-the-Middle,Low,Healthcare,China,35.8617,104.1954,31 hours,"270,732 records",Firewall,$5.40M,Unknown
2597,2015-10-13,Phishing,Critical,Retail,UK,55.3781,-3.436,24 hours,"270,326 records",Firewall,$77.58M,Nation-state
2598,2017-03-14,Man-in-the-Middle,Critical,Government,Russia,61.524,105.3188,29 hours,"827,534 records",Firewall,$80.95M,Hacker Group
2599,2020-05-31,Man-in-the-Middle,High,Retail,Germany,51.1657,10.4515,14 hours,"32,499 records",Firewall,$46.07M,Insider
2600,2016-08-12,Malware,High,Telecommunications,Russia,61.524,105.3188,62 hours,"279,065 records",VPN,$52.20M,Hacker Group
2601,2017-12-15,Ransomware,High,Telecommunications,Germany,51.1657,10.4515,43 hours,"119,598 records",Encryption,$49.56M,Insider
2602,2016-04-18,SQL Injection,High,Education,Germany,51.1657,10.4515,30 hours,"387,500 records",AI-based Detection,$61.78M,Nation-state
2603,2018-06-24,Phishing,High,Education,Brazil,-14.235,-51.9253,36 hours,"656,031 records",Encryption,$66.07M,Nation-state
2604,2022-11-18,Ransomware,Critical,Education,China,35.8617,104.1954,57 hours,"637,259 records",VPN,$85.72M,Unknown
2605,2023-12-22,SQL Injection,Low,Education,Russia,61.524,105.3188,43 hours,"623,106 records",Firewall,$0.98M,Nation-state
2606,2015-06-21,DDoS,Medium,Education,India,20.5937,78.9629,34 hours,"513,867 records",Firewall,$21.74M,Unknown
2607,2023-11-27,Man-in-the-Middle,Low,Healthcare,Australia,-25.2744,133.7751,55 hours,"710,871 records",Firewall,$7.54M,Insider
2608,2020-08-27,Malware,Low,Healthcare,India,20.5937,78.9629,31 hours,"875,225 records",Antivirus,$7.08M,Unknown
2609,2024-06-22,Malware,High,Retail,Germany,51.1657,10.4515,53 hours,"989,625 records",Firewall,$71.20M,Unknown
2610,2016-05-13,DDoS,Critical,Education,China,35.8617,104.1954,63 hours,"210,433 records",AI-based Detection,$89.08M,Insider
2611,2018-08-10,Malware,Medium,IT,USA,38.9637,-95.7129,45 hours,"709,153 records",VPN,$26.31M,Hacker Group
2612,2020-11-12,Ransomware,Medium,IT,France,46.2276,2.2137,12 hours,"568,832 records",Firewall,$21.11M,Nation-state
2613,2022-03-06,Phishing,High,Retail,China,35.8617,104.1954,68 hours,"355,545 records",Encryption,$51.76M,Unknown
2614,2019-08-30,Phishing,Critical,Education,Germany,51.1657,10.4515,55 hours,"112,635 records",Firewall,$90.91M,Insider
2615,2015-04-25,SQL Injection,Critical,Banking,Brazil,-14.235,-51.9253,44 hours,"988,268 records",VPN,$89.39M,Unknown
2616,2021-04-08,Malware,High,Education,India,20.5937,78.9629,2 hours,"357,399 records",Encryption,$65.87M,Nation-state
2617,2018-04-05,Man-in-the-Middle,Critical,Government,Japan,36.2048,138.2529,32 hours,"512,258 records",Encryption,$78.16M,Hacker Group
2618,2024-09-01,Ransomware,Medium,Healthcare,Australia,-25.2744,133.7751,34 hours,"180,760 records",Encryption,$24.21M,Nation-state
2619,2023-09-21,Man-in-the-Middle,Critical,Retail,USA,38.9637,-95.7129,17 hours,"691,638 records",Antivirus,$81.16M,Unknown
2620,2019-04-19,Ransomware,Critical,IT,Russia,61.524,105.3188,54 hours,"123,757 records",Encryption,$80.18M,Insider
2621,2018-10-15,DDoS,High,Telecommunications,Germany,51.1657,10.4515,46 hours,"702,285 records",AI-based Detection,$70.00M,Hacker Group
2622,2022-11-30,DDoS,Low,Education,Australia,-25.2744,133.7751,44 hours,"907,708 records",AI-based Detection,$9.73M,Unknown
2623,2015-10-29,DDoS,Low,Healthcare,Australia,-25.2744,133.7751,26 hours,"713,160 records",Encryption,$4.49M,Hacker Group
2624,2022-08-03,Malware,High,Banking,USA,38.9637,-95.7129,8 hours,"239,200 records",Encryption,$46.75M,Nation-state
2625,2016-10-26,DDoS,High,Healthcare,China,35.8617,104.1954,27 hours,"500,521 records",Encryption,$63.15M,Nation-state
2626,2015-02-08,Phishing,Medium,IT,India,20.5937,78.9629,18 hours,"741,259 records",Antivirus,$25.47M,Hacker Group
2627,2021-08-12,SQL Injection,Low,Education,Japan,36.2048,138.2529,40 hours,"604,843 records",AI-based Detection,$3.97M,Insider
2628,2023-03-20,SQL Injection,Medium,Education,UK,55.3781,-3.436,18 hours,"697,610 records",Encryption,$19.17M,Insider
2629,2022-12-09,SQL Injection,High,IT,Germany,51.1657,10.4515,27 hours,"730,850 records",AI-based Detection,$58.35M,Hacker Group
2630,2018-11-30,SQL Injection,High,IT,Australia,-25.2744,133.7751,46 hours,"417,807 records",Firewall,$65.08M,Insider
2631,2020-11-04,Malware,Low,Healthcare,India,20.5937,78.9629,63 hours,"58,205 records",Encryption,$3.74M,Hacker Group
2632,2016-09-03,SQL Injection,Medium,Healthcare,India,20.5937,78.9629,11 hours,"830,670 records",Antivirus,$33.11M,Unknown
2633,2024-10-04,Ransomware,High,Government,Brazil,-14.235,-51.9253,41 hours,"691,990 records",Antivirus,$57.70M,Insider
2634,2015-03-22,Ransomware,High,Retail,USA,38.9637,-95.7129,18 hours,"498,089 records",Encryption,$74.68M,Insider
2635,2015-03-23,Ransomware,Critical,IT,China,35.8617,104.1954,18 hours,"748,040 records",Firewall,$86.82M,Insider
2636,2018-06-07,Ransomware,Low,Healthcare,Brazil,-14.235,-51.9253,65 hours,"909,979 records",VPN,$4.51M,Nation-state
2637,2019-10-08,Man-in-the-Middle,Medium,Banking,Australia,-25.2744,133.7751,43 hours,"286,038 records",Encryption,$27.00M,Nation-state
2638,2021-07-04,SQL Injection,Critical,Retail,Russia,61.524,105.3188,8 hours,"479,586 records",AI-based Detection,$82.88M,Insider
2639,2020-04-21,Phishing,High,Banking,Australia,-25.2744,133.7751,14 hours,"454,763 records",Firewall,$42.03M,Hacker Group
2640,2019-08-06,Phishing,Medium,Telecommunications,UK,55.3781,-3.436,17 hours,"60,183 records",AI-based Detection,$33.85M,Nation-state
2641,2018-09-27,Phishing,Critical,Education,Russia,61.524,105.3188,70 hours,"596,801 records",Antivirus,$94.60M,Nation-state
2642,2021-07-10,Ransomware,High,IT,China,35.8617,104.1954,21 hours,"698,786 records",Antivirus,$71.90M,Hacker Group
2643,2021-12-26,DDoS,Critical,Telecommunications,Japan,36.2048,138.2529,55 hours,"441,749 records",AI-based Detection,$94.23M,Nation-state
2644,2018-12-27,SQL Injection,Critical,Healthcare,China,35.8617,104.1954,1 hours,"966,102 records",Firewall,$76.40M,Hacker Group
2645,2017-10-15,Malware,High,Healthcare,India,20.5937,78.9629,48 hours,"430,200 records",Antivirus,$66.29M,Unknown
2646,2023-01-23,Ransomware,High,Banking,UK,55.3781,-3.436,47 hours,"638,668 records",Encryption,$49.89M,Nation-state
2647,2019-09-01,DDoS,Critical,Healthcare,UK,55.3781,-3.436,66 hours,"127,817 records",Antivirus,$81.91M,Nation-state
2648,2017-08-31,Man-in-the-Middle,Medium,Government,Brazil,-14.235,-51.9253,4 hours,"491,794 records",Encryption,$14.54M,Nation-state
2649,2024-10-01,Ransomware,Medium,IT,Germany,51.1657,10.4515,54 hours,"737,958 records",Encryption,$33.44M,Hacker Group
2650,2017-10-03,DDoS,Medium,Education,Australia,-25.2744,133.7751,54 hours,"724,207 records",Firewall,$31.74M,Hacker Group
2651,2018-07-03,SQL Injection,Critical,Healthcare,Germany,51.1657,10.4515,28 hours,"451,780 records",VPN,$78.11M,Hacker Group
2652,2016-06-30,Man-in-the-Middle,Low,Healthcare,India,20.5937,78.9629,20 hours,"875,227 records",AI-based Detection,$8.25M,Unknown
2653,2018-10-05,Malware,Medium,Banking,Brazil,-14.235,-51.9253,33 hours,"334,945 records",Antivirus,$17.52M,Nation-state
2654,2023-12-10,DDoS,Critical,IT,Australia,-25.2744,133.7751,12 hours,"525,978 records",Antivirus,$81.89M,Unknown
2655,2016-11-20,Phishing,Medium,Retail,UK,55.3781,-3.436,57 hours,"761,252 records",VPN,$37.29M,Insider
2656,2017-08-01,Phishing,Medium,Government,China,35.8617,104.1954,52 hours,"168,075 records",AI-based Detection,$38.87M,Insider
2657,2015-01-16,Ransomware,Low,Banking,Japan,36.2048,138.2529,71 hours,"443,408 records",Encryption,$6.57M,Hacker Group
2658,2018-05-19,DDoS,Medium,IT,UK,55.3781,-3.436,1 hours,"60,917 records",VPN,$17.99M,Unknown
2659,2017-07-19,Man-in-the-Middle,High,Banking,USA,38.9637,-95.7129,20 hours,"839,892 records",Encryption,$59.54M,Nation-state
2660,2021-04-08,Ransomware,High,Government,Brazil,-14.235,-51.9253,22 hours,"673,933 records",AI-based Detection,$72.14M,Unknown
2661,2021-07-28,Ransomware,Critical,Education,USA,38.9637,-95.7129,49 hours,"534,283 records",VPN,$84.64M,Insider
2662,2022-10-19,DDoS,Medium,Education,UK,55.3781,-3.436,72 hours,"49,715 records",Encryption,$32.20M,Insider
2663,2022-09-30,SQL Injection,Low,Banking,China,35.8617,104.1954,15 hours,"297,461 records",Firewall,$1.16M,Hacker Group
2664,2021-02-08,SQL Injection,High,Healthcare,Russia,61.524,105.3188,7 hours,"861,410 records",VPN,$48.71M,Unknown
2665,2016-12-28,DDoS,Medium,Telecommunications,Germany,51.1657,10.4515,45 hours,"547,178 records",Firewall,$14.28M,Insider
2666,2020-08-11,Ransomware,Medium,Banking,Japan,36.2048,138.2529,6 hours,"273,660 records",Firewall,$37.38M,Insider
2667,2023-01-22,Phishing,Medium,IT,Brazil,-14.235,-51.9253,4 hours,"195,113 records",Encryption,$23.01M,Unknown
2668,2018-09-17,Man-in-the-Middle,Low,Banking,China,35.8617,104.1954,3 hours,"881,294 records",AI-based Detection,$9.77M,Insider
2669,2024-02-27,Phishing,High,Government,USA,38.9637,-95.7129,10 hours,"146,937 records",Firewall,$58.64M,Hacker Group
2670,2016-08-26,Phishing,Medium,Healthcare,Russia,61.524,105.3188,3 hours,"72,191 records",Antivirus,$11.29M,Unknown
2671,2022-10-20,Man-in-the-Middle,Critical,Government,Australia,-25.2744,133.7751,58 hours,"898,589 records",AI-based Detection,$90.65M,Hacker Group
2672,2024-04-20,Malware,Medium,Telecommunications,Japan,36.2048,138.2529,67 hours,"430,306 records",VPN,$30.66M,Nation-state
2673,2022-03-20,DDoS,Medium,IT,Australia,-25.2744,133.7751,40 hours,"835,814 records",Encryption,$27.02M,Insider
2674,2015-06-23,SQL Injection,High,IT,Russia,61.524,105.3188,25 hours,"837,322 records",AI-based Detection,$56.07M,Insider
2675,2019-10-09,SQL Injection,Medium,Telecommunications,Russia,61.524,105.3188,23 hours,"299,403 records",Antivirus,$10.88M,Unknown
2676,2024-03-17,Man-in-the-Middle,Critical,Government,USA,38.9637,-95.7129,17 hours,"482,492 records",Encryption,$96.13M,Unknown
2677,2022-09-01,DDoS,Critical,IT,China,35.8617,104.1954,34 hours,"777,010 records",VPN,$88.61M,Hacker Group
2678,2021-11-23,DDoS,High,IT,Germany,51.1657,10.4515,5 hours,"806,210 records",Antivirus,$73.50M,Unknown
2679,2024-04-13,Malware,Low,Government,China,35.8617,104.1954,6 hours,"281,616 records",Encryption,$1.17M,Nation-state
2680,2023-04-05,Ransomware,High,Banking,India,20.5937,78.9629,21 hours,"827,952 records",AI-based Detection,$42.02M,Hacker Group
2681,2020-12-06,Malware,High,Retail,USA,38.9637,-95.7129,27 hours,"179,586 records",VPN,$59.15M,Hacker Group
2682,2022-04-28,Phishing,Medium,Retail,UK,55.3781,-3.436,54 hours,"725,905 records",VPN,$26.63M,Hacker Group
2683,2016-05-21,DDoS,Medium,Healthcare,USA,38.9637,-95.7129,40 hours,"723,411 records",AI-based Detection,$30.49M,Hacker Group
2684,2024-05-27,Malware,Medium,Banking,India,20.5937,78.9629,10 hours,"141,437 records",Firewall,$14.01M,Nation-state
2685,2019-05-02,DDoS,High,Government,USA,38.9637,-95.7129,40 hours,"441,744 records",Firewall,$49.88M,Unknown
2686,2016-08-25,Malware,Low,Telecommunications,Japan,36.2048,138.2529,8 hours,"936,738 records",Antivirus,$4.84M,Insider
2687,2024-10-15,Malware,Critical,Education,USA,38.9637,-95.7129,63 hours,"822,636 records",Antivirus,$75.51M,Insider
2688,2018-06-08,Malware,High,Banking,Australia,-25.2744,133.7751,31 hours,"843,891 records",Antivirus,$68.32M,Unknown
2689,2020-09-12,DDoS,Low,Healthcare,Russia,61.524,105.3188,40 hours,"82,576 records",VPN,$6.37M,Nation-state
2690,2024-02-06,Ransomware,Critical,Banking,France,46.2276,2.2137,39 hours,"759,522 records",VPN,$97.53M,Unknown
2691,2024-04-10,Ransomware,Medium,Banking,UK,55.3781,-3.436,42 hours,"860,343 records",Antivirus,$12.22M,Hacker Group
2692,2023-04-29,Malware,High,Government,Australia,-25.2744,133.7751,36 hours,"14,483 records",Firewall,$55.72M,Nation-state
2693,2023-08-02,Malware,High,Telecommunications,Japan,36.2048,138.2529,24 hours,"871,255 records",AI-based Detection,$67.77M,Hacker Group
2694,2019-08-05,Man-in-the-Middle,Critical,Government,India,20.5937,78.9629,48 hours,"48,647 records",Encryption,$98.86M,Unknown
2695,2024-10-18,Phishing,High,Education,Australia,-25.2744,133.7751,5 hours,"109,907 records",VPN,$74.75M,Insider
2696,2022-08-06,Man-in-the-Middle,Critical,Retail,Brazil,-14.235,-51.9253,16 hours,"749,386 records",Firewall,$89.11M,Unknown
2697,2018-07-22,Malware,Critical,Telecommunications,Russia,61.524,105.3188,32 hours,"900,723 records",Firewall,$89.79M,Insider
2698,2024-05-03,Phishing,High,IT,France,46.2276,2.2137,66 hours,"943,151 records",VPN,$49.75M,Nation-state
2699,2019-10-18,Malware,Low,Education,USA,38.9637,-95.7129,21 hours,"93,580 records",VPN,$1.05M,Nation-state
